step,train loss,train loss_eval,train spearmanr,valid loss,valid loss_eval,valid spearmanr
26000,0.37767997,0.3262821,0.8754601339935417,0.3496809173189104,0.2982835518033244,0.7076706052702667
27000,0.36311534,0.3125062,0.8807260869060212,0.3477597964834422,0.29715058687375856,0.6981933534786432
28000,0.1755503,0.12571584,0.8438913351021615,0.35633995171636346,0.3065064401482232,0.7026804585786995
29000,0.2522773,0.20254233,0.7442826386795437,0.36046307149343193,0.31072845390532167,0.7143971332611553
30000,0.24486434,0.19504184,0.789971638304839,0.3439119974244386,0.29409028080292043,0.7159825694629594
31000,0.1700777,0.12101982,0.7436509088326383,0.3752545192837715,0.32619791181758045,0.71618377197043
32000,0.1953318,0.14727023,0.6299037113159223,0.4313105107098818,0.3832502715755254,0.7128742952391598
33000,0.44093588,0.39376345,0.5465871203457241,0.42793903502635655,0.38076732731889934,0.7016732349116412
34000,0.2958905,0.24890044,0.8124180010625175,0.3617323817685246,0.3147405503178015,0.6841765392760065
35000,0.3027305,0.25619546,0.858987689410264,0.33313984574750066,0.28660553115652876,0.7141410512877786
36000,0.25614804,0.2101527,0.779049226540475,0.37102767523378133,0.3250315416720696,0.6717152400994082
37000,0.27349097,0.22742213,0.6189231651511923,0.4226121623907238,0.37654308242956175,0.7124294670770339
38000,0.23607662,0.1896899,0.8656571370099102,0.32007474346086384,0.2736879341630265,0.7174695478727063
39000,0.4880635,0.44204003,0.6550446264621189,0.3843247904442251,0.3383021273510531,0.7110841063699732
40000,0.20752944,0.1621176,0.7819731098566854,0.43497647024691105,0.38956534781027585,0.706520738314373
41000,0.24580996,0.20114896,0.6707065212248127,0.38177853215485813,0.33711807784158737,0.6924729682278552
42000,0.3158893,0.27134097,0.8757959998428396,0.31513891503214836,0.2705887665227056,0.7181423366701063
43000,0.15546234,0.11107445,0.9164846782268148,0.3223481222707778,0.2779606698453426,0.7066205626990631
44000,0.17544006,0.13153648,0.9646626894603586,0.34391785006970166,0.30001597887603565,0.6709511626585564
45000,0.48058188,0.43665144,0.4127737640754912,0.33316452101804317,0.2892340564238839,0.7323990300497725
46000,0.23149641,0.18733245,0.8555448131879463,0.34738208100199697,0.30321809168439356,0.7265674511899212
47000,0.23076554,0.1866501,0.574713704660853,0.3600151437520981,0.31589995834510776,0.7096356247622291
48000,0.18787844,0.14418158,0.729270632648829,0.395803742390126,0.3521070061996579,0.7270879662056423
49000,0.19477347,0.15164794,0.6031514538378228,0.3656288331374526,0.3225040339585394,0.7207569141907331
50000,0.2826426,0.23965278,0.8156712852818253,0.30977741468697784,0.2667858151579276,0.7177816809110159
51000,0.21618155,0.17316377,0.8673320721068994,0.3448124515265226,0.30179560820106416,0.7014966243609935
52000,0.118898876,0.07629035,0.9162474459888996,0.31074702805839477,0.26813893200363964,0.7209637849056603
53000,0.3966523,0.35412455,0.4613080867906988,0.3441543162800372,0.3016260621929541,0.7207532094076763
54000,0.2805417,0.23780276,0.730324256965969,0.3065988921560347,0.26385952237527815,0.7388842237531383
55000,0.25170037,0.20866492,0.6368432554643105,0.3337003888003528,0.29066516644321383,0.714862458134429
56000,0.21259813,0.1698716,0.6975972184014723,0.35428510289639237,0.31155876408331096,0.7014420060305382
57000,0.3589873,0.31676322,0.7710731011999032,0.33804731248877945,0.2958249194128439,0.7080168847262143
58000,0.26349378,0.22147447,0.8783333153446203,0.3280699161812663,0.28605203729122874,0.7328105134621721
59000,0.2319531,0.18993145,0.8569619511314596,0.3321525184623897,0.2901309120235965,0.6970339118259417
60000,0.2422146,0.20049459,0.8617205103197502,0.3059706287318841,0.2642513491003774,0.7113200788394693
61000,0.18490976,0.14344876,0.7635501704904648,0.3152732475753874,0.2738124712998979,0.7189361535000759
62000,0.14600782,0.104156926,0.7953781626431777,0.3402660631202161,0.29841498787049203,0.727397731320144
63000,0.12352455,0.08136025,0.7636040018396496,0.2953923408128321,0.25322843305300924,0.7246984130584161
64000,0.13220933,0.09020993,0.8057966994687861,0.3372887398581952,0.2952895020134747,0.7261616132843828
65000,0.2761599,0.23457703,0.6044972008274242,0.36092384179122744,0.31934120391495524,0.7270541621293884
66000,0.16659303,0.12523521,0.7846971050226456,0.31950186016969384,0.27814463650342075,0.7255449792157403
67000,0.2804725,0.23904905,0.9010945229945648,0.3449111758638173,0.3034880323917605,0.7080070554805862
68000,0.1785977,0.1374135,0.8790361835617995,0.2893790380982682,0.24819490623427554,0.7400821462329222
69000,0.19629434,0.15540643,0.8123310168810297,0.30909048185683785,0.26820177800022066,0.7177682412692584
70000,0.33254197,0.29136097,0.6141856751312145,0.35629592491313816,0.31511416798224673,0.729881731107131
71000,0.2468415,0.20531555,0.795253187883899,0.28914712217636407,0.24762186002451927,0.7312554030902553
72000,0.27509323,0.23364013,0.6652748138024411,0.3215122437477112,0.2800594494910911,0.7161812999456536
73000,0.14055747,0.09942462,0.6589859057571197,0.34615651446394624,0.30502402678364887,0.7395302359510514
74000,0.15147674,0.110636696,0.6850818120218508,0.3515286950394511,0.3106888399273157,0.7311686866174335
75000,0.16304857,0.12210424,0.8622410447918506,0.28181660492904487,0.2408723354851827,0.7406679965070232
76000,0.42404905,0.38321924,0.8817542680026819,0.30958439283072947,0.26875445829704403,0.7212190230740098
77000,0.17388543,0.13332254,0.9112564902261207,0.30812297098338604,0.26756011445773764,0.7187809183643613
78000,0.27811265,0.2373167,0.3898014726798912,0.3342343592084944,0.29343794227810577,0.72993345122662
79000,0.23312283,0.19208202,0.8506858873464654,0.3383394095674157,0.297298221369274,0.7376131743842999
80000,0.3564838,0.31540054,0.6397630909369572,0.33778083911165596,0.29669743332080545,0.7428551476402415
81000,0.18091881,0.14008002,0.8565131815646969,0.336481060096994,0.2956425529019907,0.7365812211411215
82000,0.20039886,0.15988284,0.62571541069461,0.3366151688247919,0.2960988825093955,0.7292696292389743
83000,0.24858579,0.20807326,0.8951603125290908,0.33107854338362813,0.29056672947015616,0.7195872270447292
84000,0.19879483,0.15824774,0.8834089289834479,0.2903399089165032,0.24979367683874443,0.7366963697045015
85000,0.21949767,0.17927954,0.8896285703017803,0.29993309086188674,0.25971502364147453,0.7318202584774628
86000,0.42292345,0.3826185,nan,0.3630300114955753,0.3227236457937397,0.710544158993682
87000,0.3901226,0.34954396,0.8599844524997812,0.29761438639834525,0.25703451710753145,0.7475010011683463
88000,0.17372525,0.13289368,0.6864277743671068,0.3340371025726199,0.29320559293963017,0.7401320822953568
89000,0.1572967,0.116619386,0.8223240849107215,0.35225762142799794,0.31158087159041314,0.7494587035813193
90000,0.23780206,0.19745901,0.7494027934576073,0.3577030132431537,0.3173596843192354,0.7467625577080268
91000,0.10378722,0.063447885,0.9038877867231665,0.36902782153338193,0.32868855202570557,0.7244210671358947
92000,0.2011603,0.16075802,0.9205967518714822,0.29029787454754113,0.24989618519553913,0.7517963940048145
93000,0.25742117,0.21727937,0.94360544156065,0.2909556034533307,0.2508140875981189,0.7405746005344604
94000,0.21110493,0.1710614,0.7255048747653298,0.3057529874704778,0.265709803882055,0.7353429094007606
95000,0.114291236,0.07390121,0.7910446970522973,0.30688518296927214,0.2664957545395009,0.740140842741739
96000,0.19848153,0.15782999,0.6905871784077832,0.29315399514511226,0.25250089439563456,0.7479087294792842
97000,0.27757904,0.2370526,0.7044647614601672,0.28818259516730904,0.24765620692865922,0.7555061552703127
98000,0.29933828,0.25912538,0.6997952226101574,0.2931484338454902,0.2529364795703441,0.7467615647622776
99000,0.20204152,0.16193467,0.8595450892217594,0.30615523595362903,0.2660481192590669,0.7456448483512141
100000,0.4404091,0.4002303,0.8544066083712828,0.30501958411186936,0.2648410758143291,0.7293629737304012
101000,0.16082868,0.120774046,0.8210839069083973,0.31059468587860467,0.27054018979892136,0.7411759422969553
102000,0.41202262,0.37221563,nan,0.3472976839262992,0.3074907305696979,0.7007118575171296
103000,0.38784248,0.3477332,0.5664732311352969,0.3319386516604573,0.2918287460482679,0.7316051127429384
104000,0.14969128,0.109342605,0.8176358415586664,0.3017168971709907,0.2613681652536616,0.750510898776173
105000,0.16879202,0.1284488,0.8261576755611095,0.31823046910576525,0.2778873659903184,0.7412156143611638
106000,0.17047012,0.13037413,0.7224829494154463,0.327631704127416,0.2875358652323484,0.7511465464896019
107000,0.17085671,0.13092683,0.7774026267600971,0.33428509006276724,0.2943549505341798,0.7344574543874706
108000,0.24189267,0.2018523,0.9003312473700897,0.3017940169852227,0.26175441248109566,0.7600216967170883
109000,0.20950049,0.16950676,0.8618542996990386,0.2902665457734838,0.2502721398952417,0.7342437726890441
110000,0.20417835,0.16442752,0.9078143143123762,0.29182109122164546,0.2520698110177182,0.7351296098200946
111000,0.29767427,0.2577091,0.6261384787923907,0.2666571105457842,0.2266928464313969,0.756477056609159
112000,0.16450132,0.124319196,0.942173190621904,0.2810015820153058,0.24081935219001024,0.748376715418218
113000,0.22584854,0.1855734,0.8503645348953217,0.3117383928224444,0.2714638842083514,0.7500892210926715
114000,0.16301012,0.12289546,0.8685858149009591,0.3067624623142183,0.2666481204563752,0.7379213091768357
115000,0.13304463,0.09317926,0.8212765079533146,0.3193057918176055,0.279440172445029,0.7228706948535735
116000,0.18644002,0.14654997,0.8337446031947553,0.3180252204928547,0.27813487434759737,0.7420972124087868
117000,0.14348899,0.103599384,0.9448694709381082,0.30155098567716776,0.26166087747784333,0.7458951159337154
118000,0.31265917,0.2730162,0.9139232805384063,0.2785326119791716,0.23889022305374966,0.7513460517456025
119000,0.9897592,0.950017,0.671355392470192,0.3192629601899534,0.279519498385489,0.7361472671439653
120000,0.22898509,0.18901989,0.788757235202854,0.27323516638949513,0.23326977903954685,0.7635370046689093
121000,0.15091497,0.110738985,0.8703872946165252,0.2846972799114883,0.24452186236856505,0.7500450982894656
122000,0.16216046,0.12211333,0.7928627487356092,0.29426983192563055,0.25422313414514064,0.754221155229704
123000,0.16562665,0.12585373,0.7652266129456073,0.27087180809117856,0.23109933459199966,0.7613195597783837
124000,0.21457095,0.1747605,0.8725916803898421,0.31250288574025037,0.2726926709664986,0.759839915168261
125000,0.19605632,0.15619199,0.9416100222886465,0.2849959857529029,0.24513214215170592,0.754279609176601
126000,0.19002731,0.1503775,0.9490226028249398,0.2928982626274228,0.2532489129924215,0.7513591959111292
127000,0.2031481,0.163585,0.662256205135331,0.2750371478823945,0.2354735245113261,0.7642030497711013
128000,0.12063263,0.08072568,0.8980988842715751,0.27491753369569777,0.2350095057510771,0.7639304541668203
129000,0.29058287,0.25046802,0.7365777949778843,0.2852845537662506,0.24516961896792056,0.7465400898121999
130000,0.21480216,0.1747422,0.7531898780682493,0.28900389241985974,0.24894337526056914,0.7481680864406342
131000,0.25319335,0.21336365,0.8387986723543259,0.30751595922745767,0.26768641666974874,0.7476411225664006
132000,0.1482902,0.108509324,0.8946374543094989,0.29513623379170895,0.25535542238503695,0.7510981365834227
133000,0.29155102,0.25176838,0.7595006551228789,0.2743761326558888,0.23459333847509697,0.7410999330420394
134000,0.17155083,0.13190883,0.9136636445668659,0.2817598443850875,0.24211753374431283,0.7560422866420505
135000,0.15671848,0.11729937,0.8561832720678864,0.28545112393796446,0.24603231791639701,0.7451487335401968
136000,0.13034163,0.090579726,nan,0.2745703517086804,0.23480774281779304,0.7571652748707095
137000,0.18947609,0.14952427,0.8256356357103618,0.2666972286812961,0.2267456303210929,0.7622484854075802
138000,0.4034082,0.36340886,0.8203784330456685,0.3206825173832476,0.2806835074257106,0.7462618416337002
139000,0.22670232,0.18691766,0.7327839150099824,0.29966662036255004,0.2598823302285746,0.7462402216588628
140000,0.21920422,0.17956832,0.6547101468710911,0.3378836690634489,0.2982472027884796,0.7207700264449406
141000,0.3293415,0.28965238,0.8431776884811908,0.2612685676384717,0.22157986634410917,0.7547671901828218
142000,0.25357264,0.2139559,0.895381974132315,0.2570981385046616,0.21748161192634144,0.7653227978178565
143000,0.33515367,0.29573947,0.8707740705145933,0.2763201896380633,0.2369058992760256,0.7410289690555678
144000,0.2126669,0.1729713,0.618356929099473,0.3016390810906887,0.2619437674735673,0.7298941291188688
145000,0.16879687,0.12889946,0.8217822922271323,0.2717107689008117,0.23181349904974924,0.7547942663856795
146000,0.15178955,0.111816466,0.7724669690598714,0.26661424957215785,0.22664108937606214,0.7627598691499818
147000,0.15010855,0.11029174,0.8470935927548345,0.2832286322489381,0.24341218998888509,0.761150170538733
148000,0.1406197,0.10097091,0.7460815820734286,0.29732128335163,0.25767299863975496,0.7613550513905849
149000,0.17161451,0.13190213,0.8375429583070786,0.2776200151909143,0.23790799238020555,0.7608679786766851
150000,0.35282242,0.31311876,0.7983909773277174,0.3029323291219771,0.26322948712622746,0.7404752642824134
151000,0.23158532,0.19210237,0.8798039211861813,0.27682803964708,0.23734416605904698,0.7523412169259903
152000,0.24411738,0.20448638,0.529365340161174,0.3076224316377193,0.2679908591788262,0.738167004874224
153000,0.17683011,0.1369869,0.849897499956887,0.28375206620432436,0.2439086736459285,0.7684091536433703
154000,0.15916286,0.11917609,0.822516634597678,0.29291843199171125,0.2529316492029466,0.7636074122776516
155000,0.20916227,0.16926621,0.7311662441104014,0.29453891796059906,0.254643120164983,0.7707071109849124
156000,0.16316801,0.123479515,0.7467970594040139,0.29042854412458835,0.25074080606456844,0.7518346951607999
157000,0.17364892,0.1339775,0.847293388740906,0.27764342601411046,0.23797164589632303,0.7516798052848793
158000,0.17065403,0.1309585,0.8825247822264702,0.25364416795782746,0.21394884862937033,0.7629441915123764
159000,0.3362255,0.29671904,0.8878439531591625,0.2568455530470237,0.21733923479681835,0.7646565146539431
160000,0.16761431,0.12818676,0.6907187407679501,0.28054938013665376,0.241122218783712,0.7562561511284248
161000,0.18165518,0.14185864,0.797170060574267,0.2661699690343812,0.22637356392340735,0.7606151968309187
162000,0.10805881,0.06808476,0.7767372471626585,0.2701276075001806,0.23015332546550782,0.7539818840642138
163000,0.27735752,0.23743686,0.6159244616719077,0.27594190070871266,0.23602116188732908,0.7625925389671024
164000,0.1794588,0.13976733,0.8274261729281394,0.284449623702094,0.24475898701697588,0.7603302274705261
165000,0.21753518,0.17788388,0.8597892889108897,0.27989743611775336,0.24024594427784904,0.7776134404523269
166000,0.22079462,0.18108636,0.7412723948824272,0.255868774568662,0.21616094527533278,0.7708715103874275
167000,0.17963123,0.1400736,0.9194247088295362,0.26599790032021703,0.22644060033373534,0.7662093942849694
168000,0.23232627,0.19294187,0.8633852154744401,0.2695738390367478,0.23018978828098624,0.7480652054249919
169000,0.25845635,0.21876249,0.723623108043182,0.2823720505367964,0.2426769284810871,0.7735219924394074
170000,0.24615963,0.20628834,0.6430187446422213,0.28332260851748287,0.2434509502723813,0.7612683634858521
171000,0.12971494,0.08979767,0.8402166912229193,0.2736613232176751,0.23374436209676788,0.7658720505978578
172000,0.096246704,0.05652505,0.7686805592740399,0.29398449782282116,0.25426320482976733,0.7772067930815426
173000,0.17667988,0.13705051,0.7271802745119534,0.30994795003905895,0.27031850037630645,0.7575402241580826
174000,0.23452659,0.19488247,0.9053042543938252,0.26577275576069953,0.2261288121691905,0.7597861674463714
175000,0.18225332,0.14264137,0.9527251628663812,0.2750762539636344,0.23546445732936264,0.7653032051779034
176000,0.30672464,0.26731402,0.820971116132905,0.26698161609470844,0.22757100645685568,0.7543015939097911
177000,0.24399939,0.20435852,0.6825219948988472,0.2958594558155164,0.25621860920917244,0.7495915589837595
178000,0.13979891,0.099965975,0.9074980650600235,0.2665439010411501,0.2267106824880466,0.7610890077355812
179000,0.11181901,0.07190223,0.8539094674266734,0.29887607669457794,0.2589596744417213,0.7687257380986148
180000,0.15480432,0.11507179,0.7889040846136073,0.33828635153360664,0.2985537894954905,0.7472699415764744
181000,0.17595872,0.13637817,0.7646393505456565,0.28046947237104175,0.24088925326010213,0.7676107221216482
182000,0.36158073,0.32196882,0.8469670345267151,0.27753016324713825,0.23791758163366467,0.7619320564232487
183000,0.19526857,0.15566666,0.8629324575701409,0.25763459112495185,0.2180331658804789,0.7557653567004103
184000,0.2701587,0.23078047,0.7941745196911989,0.26464107611216603,0.22526217834558337,0.7678138745201386
185000,0.40212756,0.36263686,0.6450523047426883,0.2848994792019948,0.24540894734673202,0.7646860152096534
186000,0.1845349,0.14487703,0.8804699171235435,0.27903908672742544,0.23938103926600887,0.7633328570818232
187000,0.20397241,0.16417715,0.7894700307610973,0.2647076170053333,0.22491239446680994,0.7798707894511392
188000,0.15624411,0.11652451,0.8084020891784356,0.29184225426055493,0.252122696232982,0.7657874187084432
189000,0.23738532,0.19784921,0.7084681282605456,0.2881667981669307,0.24863102757837624,0.7770028646830999
190000,0.14170292,0.1021521,0.883134038979762,0.27006668511778115,0.23051549050491305,0.7598574212163146
191000,0.11591254,0.076358855,0.9421096529422435,0.25858928963541983,0.2190357993892394,0.7607372881742317
192000,0.24729681,0.20797089,0.8774584633560721,0.24891717687249185,0.20959169211331755,0.7786934366195598
193000,0.45782533,0.4185915,0.6389706979714059,0.25276858418248593,0.21353495786199347,0.7655535372825311
194000,0.13930306,0.09975195,0.8006179343849789,0.25957385552115736,0.22002230831189082,0.7713095667763095
195000,0.12004331,0.08030949,0.9091836665895077,0.26273084337823094,0.22299711915431544,0.7757563529790749
196000,0.23484993,0.19517404,0.8038374440709836,0.2939764066785574,0.2543004997819662,0.7703736240160437
197000,0.17678228,0.13727526,0.8129943682899031,0.303419785220176,0.26391303454292936,0.7752442466106375
198000,0.13728808,0.09777969,0.9114662636358374,0.2943933352828026,0.25488493179902433,0.7746943116128696
199000,0.2468493,0.20731275,0.9498318731148185,0.2589884885773063,0.2194522495009005,0.7741805564800266
200000,0.12634067,0.086944625,0.8758521240273338,0.25455958856269717,0.2151633731275797,0.776237752834841
201000,0.14732213,0.108081914,0.8557984551962067,0.2611823350097984,0.22194217258132995,0.7478755757218417
202000,0.27933773,0.23979618,0.8061483666593295,0.3287524963915348,0.28921155168442053,0.778325616397217
203000,0.11190467,0.07221681,0.7966921237157204,0.251003261404112,0.21131530717480929,0.7653208550802287
204000,0.15281528,0.113108024,0.6588267515018692,0.2742278290912509,0.23452040103264152,0.7686353422248573
205000,0.1281907,0.088627316,0.8488500648713069,0.2709549543168396,0.23139192011905835,0.7780640662805033
206000,0.10948336,0.06997884,0.8469251666396654,0.26829271418973805,0.22878788667730987,0.786058919307301
207000,0.12132526,0.08179371,0.9165670524186962,0.24136115268804134,0.20182962047401815,0.7794516117728074
208000,0.16530645,0.12584507,0.9349435431045713,0.2678566877823323,0.2283955082704779,0.7581725170734367
209000,0.50879616,0.4695305,0.9225424257257511,0.28424250416923313,0.24497652568970807,0.7296853475166136
210000,0.4129472,0.37342867,0.6103188280350109,0.27374275840818885,0.23422404640819877,0.768823355882687
211000,0.11848108,0.078837365,0.9098831134078629,0.2577158003486693,0.21807141138240696,0.7665501567126388
212000,0.15440115,0.11470573,0.7849863255137975,0.2738947280868888,0.23419959058985115,0.7838571932903515
213000,0.13872786,0.09915434,0.8408803368030706,0.2745924543123692,0.23501896252855659,0.7839271665975196
214000,0.1418936,0.10248023,0.7609972748045799,0.30040328689850865,0.26099021257366983,0.7736353198142315
215000,0.28574726,0.24627075,0.8832280335372509,0.2549223920656368,0.21544585476629435,0.7751879184650519
216000,0.68723494,0.64776504,0.9049590608258324,0.25328958773054183,0.2138193708192557,0.7828806701707722
217000,0.29003233,0.2507798,0.8980279837077403,0.25892890415154396,0.21967627743491902,0.7735077034123443
218000,0.16157396,0.12222417,0.6555826564769324,0.27095634063705804,0.23160643744049594,0.777807319664658
219000,0.19545674,0.1559312,0.9108317186140207,0.24240373801440002,0.2028779278998263,0.7845064913901376
220000,0.16373222,0.12410262,0.7009665187791659,0.25503525923006237,0.2154057410219684,0.7818593533940513
221000,0.15680781,0.117286265,0.7934768695304274,0.2604607788845897,0.22093931873561815,0.7848793851692742
222000,0.12601858,0.086639225,0.8219675823476121,0.25837079927325246,0.21899171709548682,0.7813427015483303
223000,0.3011293,0.26171967,0.8309677672579426,0.2738174500595778,0.23440805449150504,0.7728090962473354
224000,0.24478725,0.20532782,0.9235908507134174,0.24839564752765,0.20893665672047063,0.7789376873357229
225000,0.22578709,0.18652016,0.9235033479572031,0.248042698209174,0.20877602382563054,0.7698533221588264
226000,0.11014914,0.070908144,0.6694978454209045,0.24478097678162158,0.20553965454688294,0.7812106344644306
227000,0.09225533,0.05277267,0.9085033774837419,0.2551184682361782,0.21563602816779168,0.7757836235852571
228000,0.13996142,0.100341484,0.8581153664980933,0.2541418413165957,0.21452164034126325,0.7835877141768354
229000,0.18368115,0.14411916,0.9179668485518088,0.25110707256011666,0.21154516330687329,0.7829374887834429
230000,0.1475008,0.108109504,0.8856998468922928,0.2807654976565391,0.24137411710806192,0.7801440299665089
231000,0.23717052,0.19777927,0.8571441523088525,0.29717606156133114,0.25778495081234726,0.770431852252262
232000,0.16970007,0.13027789,0.8777942679527284,0.2559212930779904,0.2164995287032798,0.7781322772629303
233000,0.37091422,0.3316648,0.756171064743219,0.25352330340072515,0.214273987011984,0.7823282905531692
234000,0.20395915,0.16484353,0.9284694100459332,0.25877097389660775,0.21965575364651158,0.7791298056139935
235000,0.21700187,0.1776129,0.7314471074689,0.2639994212705642,0.22461019818787464,0.7741456875749069
236000,0.101758845,0.062241063,0.831773470194921,0.26119277767837046,0.22167501957388594,0.7784254217128561
237000,0.13701376,0.09750714,0.6795620342471891,0.2660276762023568,0.22652099697152153,0.781481225529874
238000,0.092609696,0.053244095,0.8599196806673397,0.26224741980433464,0.22288233774947003,0.7857104161691234
239000,0.14444968,0.105131686,0.8833155621776146,0.28883574151434005,0.249518700693734,0.7797515401960955
240000,0.23817815,0.19881742,0.8511769694992424,0.26000910833477975,0.22064827859285288,0.7661857728889313
241000,0.20672037,0.16745284,0.9074261033550948,0.2539927868824452,0.2147254708025139,0.7748295272369812
242000,0.24566412,0.20658077,0.9091938702623893,0.2923348404187709,0.25325125066912735,0.727010202568796
243000,0.28950801,0.25020123,0.5223193541021929,0.2609588308259845,0.22165209007333034,0.7811803418558229
244000,0.13672937,0.09726538,0.89620199261915,0.2428448965586722,0.2033804292185232,0.7899552167911108
245000,0.17593767,0.13640364,0.773156789350894,0.2635962701123208,0.2240622785803862,0.7776213554582955
246000,0.15012367,0.11070739,0.8162222742738796,0.2957623501587659,0.25634612144902347,0.7783568387176492
247000,0.1595475,0.12025249,0.813606915783228,0.3260091689042747,0.2867142833978869,0.7766907673208892
248000,0.2904308,0.25107393,0.89526391373151,0.2808732773037627,0.24151694986969233,0.7741527636953609
249000,0.17294359,0.1336092,0.851936097486373,0.26059205575846134,0.22125810848549007,0.782855194231355
250000,0.16032554,0.12119951,0.90692115143666,0.257403398710303,0.21827784702181816,0.7721593272331829
251000,0.21323144,0.17398044,0.7008564394863133,0.2632784974947572,0.2240279926441144,0.7738441229688631
252000,0.12368993,0.08426918,nan,0.2369624501420185,0.19754149671411142,0.7886879862855862
253000,0.2236721,0.18412961,0.7798164745138038,0.2526097330171615,0.2130673311278224,0.789055030327769
254000,0.24099621,0.2015521,0.6699497045899441,0.26931864583864806,0.22987456075148657,0.7807444861297158
255000,0.18613699,0.14684498,0.6205123548767599,0.2462215502001345,0.20692982276203112,0.7839748342861118
256000,0.14271033,0.1033756,0.9103394964389508,0.2660130259487778,0.22667844580253585,0.7869914505435187
257000,0.18226522,0.14289206,0.9197033332907207,0.2412485762499273,0.2018754735449329,0.7868654375316068
258000,0.25077748,0.21161857,0.8817728307588611,0.258554208134301,0.2193955084728077,0.7617075601121548
259000,0.24290779,0.20376399,0.7894376449858179,0.26175828399602324,0.22261460003908723,0.7656174620107608
260000,0.09629384,0.056948613,0.9427824130272883,0.2581371263274923,0.21879178422968834,0.7782873557799117
261000,0.2094272,0.16992097,0.7656777809077424,0.24576287096831947,0.2062560875993222,0.776223635172062
262000,0.14940897,0.109937765,0.6969569025516145,0.2543338536005467,0.2148627455229871,0.7843617842168067
263000,0.12682739,0.08747737,0.875,0.2701893239840865,0.23083923181984572,0.7899019948910232
264000,0.19203356,0.1527187,0.817914975553903,0.26308106795419006,0.22376599768409505,0.7829705749898337
265000,0.3008906,0.26152614,0.85351291378585,0.2627524531818926,0.22338817913201636,0.7773696809510665
266000,0.14613107,0.10687473,0.9162967124266026,0.2573581210710108,0.21810129086486996,0.7814036367659222
267000,0.21501645,0.17591007,0.9334332630680017,0.2573622275982052,0.2182558027189225,0.7768726386683876
268000,0.2899519,0.2505801,0.6244808849076966,0.2574362759012729,0.2180646806396544,0.7661470069976041
269000,0.16289549,0.12343407,0.8196024699279567,0.24833049247972666,0.20886920807417483,0.7850512751199443
270000,0.16908851,0.12963678,0.7938220545281434,0.24514002304058521,0.2056885112961754,0.7895131115916617
271000,0.16019817,0.12086943,0.7998752103261194,0.2523079782258719,0.21297935410635546,0.7932362932007143
272000,0.1621843,0.122910716,0.8231367167230746,0.25454151240177453,0.21526833675568924,0.7818080303581378
273000,0.3691115,0.32983145,0.8363546582029665,0.2511588920094073,0.21187851874623448,0.783304517997932
274000,0.16672435,0.1275243,0.8359938792505215,0.26780440524220467,0.2286044662364293,0.7772257705911448
275000,0.15408055,0.11505219,0.9313053275246164,0.2445846249302849,0.2055567302298732,0.781043746102721
